province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Insurance premiums rise,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Extra labour & costs in land preparation,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,More weeds,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Poor animal nutrition,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Trouble accessing hired labour,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty procuring materials for processing,4,Text here,4
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in post-harvest losses,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increased storage costs,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Low quality produce for processing,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Processing delayed/disrupted,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,3,Text here,3
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Reduced access to market information,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unpredictability of supply,2,Text here,2
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Low level of value addition,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn’t meet standards,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to fulfill orders,1,Text here,1
Punjab,Jhang,,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to grow crops demanded by the market,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1.Input ,Difficulty accessing loans (banks not ending),2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1.Input ,Farmers unable to repay loans,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1.Input ,Increased price of 1.Inputs,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),1.Input ,Reduced access to extension services,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more 1.Inputs,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,High incidence of pest and disease outbreaks,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),2. On-farm,Trouble accessing hired labour,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increased storage costs,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,2,Text here,2
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Reduced access to market information,1,Text here,1
Punjab,Muzaffargarh,Cotton,Disease outbreak (Plant & Livestock),4. Marketing,Unpredictability of supply,1,Text here,1
Punjab,Muzaffargarh,Cotton,Heat stress,1.Input ,Poor quality seed,17,Text here,17
Punjab,Muzaffargarh,Cotton,Heat stress,1.Input ,Increased price of 1.Inputs,13,Text here,13
Punjab,Muzaffargarh,Cotton,Heat stress,1.Input ,Excess demand for new/improved/tolerant varieties,10,Text here,10
Punjab,Muzaffargarh,Cotton,Heat stress,1.Input ,Farmers unable to repay loans,7,Text here,7
Punjab,Muzaffargarh,Cotton,Heat stress,1.Input ,Damage to nurseries/1.Input store,3,Text here,3
Punjab,Muzaffargarh,Cotton,Heat stress,1.Input ,Difficulty accessing loans (banks not ending),2,Text here,2
Punjab,Muzaffargarh,Cotton,Heat stress,1.Input ,Reduced access to extension services,1,Text here,1
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Loss of on-farm income,17,Text here,17
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Loss of alternative income sources,15,Text here,15
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Need to use more 1.Inputs,13,Text here,13
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Crops don't germinate,11,Text here,11
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,6,Text here,6
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,5,Text here,5
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Cant work in the field,2,Text here,2
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Extra labour & costs in land preparation,2,Text here,2
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Trouble accessing hired labour,2,Text here,2
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Text here,1
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Text here,1
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,1.Inputs washed away/leeching,1,Text here,1
Punjab,Muzaffargarh,Cotton,Heat stress,2. On-farm,Reduced water availability,1,Text here,1
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Processing delayed/disrupted,17,Text here,17
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,16,Text here,16
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Low quality produce for processing,15,Text here,15
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,15,Text here,15
Punjab,Muzaffargarh,Cotton,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,4,Text here,4
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Lower quality produce/ doesn’t meet standards,17,Text here,17
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Low level of value addition,16,Text here,16
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Products fetch low prices due to poor quality,16,Text here,16
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Unpredictability of supply,12,Text here,12
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Unable to grow crops demanded by the market,9,Text here,9
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Unable to fulfill orders,7,Text here,7
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Increased buying prices for produce,3,Text here,3
Punjab,Muzaffargarh,Cotton,Heat stress,4. Marketing,Reduced access to market information,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Increased price of 1.Inputs,17,Text here,17
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Poor quality seed,17,Text here,17
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Farmers unable to repay loans,10,Text here,10
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Excess demand for new/improved/tolerant varieties,8,Text here,8
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Damage to nurseries/1.Input store,6,Text here,6
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,"Trouble accessing 1.Inputs (fertilizer, pesticides, seeds, feeds)",3,Text here,3
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,"Unmet demand for service providers (labour, machinery)",3,Text here,3
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Difficulty accessing loans (banks not ending),2,Text here,2
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Increase in the number of insurance claims,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Reduced access to extension services,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",1.Input ,Reduced sales of 1.Inputs,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of on-farm income,19,Text here,19
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Need to use more 1.Inputs,18,Text here,18
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Loss of alternative income sources,15,Text here,15
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops don't germinate,11,Text here,11
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Crops/livestock die or are damaged causing low yields,6,Text here,6
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,High incidence of pest and disease outbreaks,4,Text here,4
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",3,Text here,3
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",2,Text here,2
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,1.Inputs washed away/leeching,2,Text here,2
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Trouble accessing hired labour,2,Text here,2
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Cant work in the field,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Damage to irrigation system,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Extra labour & costs in land preparation,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,Insurance premiums rise,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",2. On-farm,More weeds,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Low quality produce for processing,18,Text here,18
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Processing delayed/disrupted,18,Text here,18
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increase in post-harvest losses,17,Text here,17
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Need for more processing/ increased processing costs,15,Text here,15
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty procuring materials for processing,7,Text here,7
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Increased storage costs,2,Text here,2
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)","3. Harvesting, storage & processing",Difficulty slaughtering,1,Text here,1
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Lower quality produce/ doesn’t meet standards,19,Text here,19
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Low level of value addition,18,Text here,18
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Products fetch low prices due to poor quality,18,Text here,18
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unpredictability of supply,12,Text here,12
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to fulfill orders,8,Text here,8
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Unable to grow crops demanded by the market,7,Text here,7
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Increased buying prices for produce,5,Text here,5
Punjab,Muzaffargarh,Cotton,"Pest outbreak (Locust, Army worm, Hopper burn)",4. Marketing,Reduced access to market information,1,Text here,1
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1.Input ,Damage to nurseries/1.Input store,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1.Input ,Increased price of 1.Inputs,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1.Input ,Excess demand for new/improved/tolerant varieties,2,Text here,2
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1.Input ,Poor quality seed,2,Text here,2
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),1.Input ,Farmers unable to repay loans,1,Text here,1
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more 1.Inputs,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,2,Text here,2
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,High incidence of pest and disease outbreaks,2,Text here,2
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,1,Text here,1
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),2. On-farm,1.Inputs washed away/leeching,1,Text here,1
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Processing delayed/disrupted,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,3,Text here,3
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increased storage costs,1,Text here,1
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,4,Text here,4
Punjab,Muzaffargarh,Mango,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn’t meet standards,4,Text here,4
