province,district,crop,csa,adoption,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,productivity,adaptation,mitigation,hazard,hazard_1,hazard_2,hazard_3,barrier_1,b1_exp,barrier_2,b2_exp,name,contact,source,Ranking,Order,CSA Category
KP,Orakzai,Poultry/Livestock,Controlled sheds,Want to adopt,Plant Animal health,Yield Income,Crop & Livestock Suitability,Carbon,,,"Faster growth and higher feed conversion ratio due to proper housing. Shortens ready-to-market date, compared to convetional farms
For poultry farming, it is estimated Net revenue was PKR 10.269 per broiler for open shed and PKR 72.502 per broiler for Environmentally Controlled shed. Mortality decreased to 2 to 3 percent in controlled environment farm as compared to 10 percent in conventional farm.","Reduces exposure to adverse climatic conditions, reducing animal’s stresses.
Reduces the incidences of diseases","Allows better manure management, thereby reducing the related GHG emissions.",High temps,Pest & Disease,Heavy rains,,Economic,Higher costs for production,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,4,4,Controlled shed
KP,Orakzai,Poultry/Livestock,Backyard poultry,Adopted 30%,Yield Income,Soil & Nutrient,Carbon,,,,"Net income of 15,030 PKR/Year with three animals [1]
Healthy goats can yield 1-3 liters of milk a day [1]",,Manure can be used as a source of organic fertiliser,,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,5,5,Backyard livestock (Small animals)
KP,Orakzai,Poultry/Livestock,Composting (Farm Yard Manure),Adopted 30%,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,6,6,Composting
KP,Orakzai,Wheat,Community based seed quality management,Want to adopt,Crop & Livestock Suitability,Yield Income,Plant Animal health,,,,"provision of productive and climate-adapted seeds where private companies are not able to deliver, thereby increasing yield","community seed banks can be essential instruments for conserving local varieties, restoring ‘lost’ varieties and sharing knowledge and expertise among farmers. 
They therefore serve as a buffer against environmental and economic losses.","High-performing and adapted seeds can reduce resource requirements, indirectly reducing GHGs",Flooding,Drought,Pest & Disease,,Policy & Inst,"Lack of regulatory and legal framework to promote community-based seed systems, as supposed to formal private-sector seed production",Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,1,1,Community based seed quality management
KP,Orakzai,Wheat,Intergrated Soil Fertility Management (ISFM),Want to adopt,Soil & Nutrient,Yield Income,Carbon,,,,"Increases in yield. Reduces cost of production and hence increases profit from agriculture.
The integrated application of soil-water conservantion and imporved fertiliser application has been found to increase crop yields in the rainfed areas of Punjab","Improves soil health by increasing organic
matter content and biological activities.
ISFM can play a major role in improving farm output from degraded lands","Reduces requirements of synthetic
fertilizers use, thereby related GHG
emissions during its production and use.
Conserves Soil Organic Matter (SOM).",salinization,Heavy rains,Drought,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,2,2,Intergrated Soil Fertility Management (ISFM)
KP,Orakzai,Wheat,Laser land levelling,Want to adopt ,Water,Carbon,Yield Income,Soil & Nutrient,Plant Animal health,,"Improve yields by 12-20% [3, 5]
Increases yields and germination rates [2]
","30-50% reduction in the use of irrigation water [4, 5]
Reducing water requirement in drought prone areas 
Reduces water logging and salinity by upto 42% [4]
","Reduce energy use by 31% [3]
Improved fertiliser use efficiency 15-35% [4]
",Drought,salinization,,,Economic,Higher costs for production,Market,Not enough service providers,Nam Nguyen,,link,3,3,Laser land levelling
KP,Orakzai,Wheat,Composting (Farm Yard Manure),Adopted < 30 %,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,4,4,Composting
KP,Orakzai,Wheat,"Crop Rotation (Potato, peas,Canola)",Adopted < 30 %,Soil & Nutrient,Biodiversity,Plant Animal health,Yield Income,Carbon,Water,Crop rotation increases total production and productivity per unit area of land. Harvests of multiple crops from this system increase farmer’s income and food security.,This practice reduces the risk of total crop failure due to diversification of crops under climatic shocks. Improves soil fertility. Rotating crops maintains soil fertility and minimizes the incidence of pests and diseases.,"The practice of crop rotation helps to protect soil structure, increases soil organic matter and organic carbon reserves. Leguminous species integration reduces the need of synthetic fertilizers. When combined with nitrogen fixation species (leguminous) reduces the use of nitrogen-based synthetic fertilizers.",Pest & Disease,Drought,High temps,Flooding,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,5,5,Crop Rotation
KP,Orakzai,Wheat,Ridge sowing / Raised bed planting,Want to adopt,Water,Yield Income,Plant Animal health,Soil & Nutrient,,,"Increased crop productivity by 20-30% [3]
Increased net profits of 22% compared to conventional production [4]
Decreases cost of digging tubewells by 40% [2, 3]
20-25% less seed required [3]","Water saving up to 30-50% [1,2]
Reduced water stress
Reduced crop lodging 
Better drainige during heavy rains","Higher nutrient use efficiency, reducing fertilizer requirement",Drought,Heavy rains,Pest & Disease,,Training & Info,Farmers lack information on the benefits,Labour,Labour intensive,Nam Nguyen,,link,6,6,Ridge sowing/ Raised bed planting
KP,Orakzai,Wheat,Seasonal-adapted planting times (e.g. use of cropping calendars) (October-November),Adopted > 60 % ,Plant Animal health,Yield Income,Carbon,,,,"Increases land and crop productivity per
unit of water.",Adjusting the cropping calendar by planting with the onset of rains reduces losses due to changing weather patterns.,"Provides moderate reduction in GHG
emissions per unit of food produced.",High temps,Heavy rains,,,Environmental,Varying and uncertain climate conditions,Training & Info,Farmers lack training for the practice,Nam Nguyen,,link,7,7,Season-adapted planting times (e.g. use of cropping calendars)
KP,Orakzai,Wheat,Zero-till (Drill),Want to adopt,Yield Income,Water,Soil & Nutrient,Carbon,,,"Yield gains, cost savings on labour and machinery up to 34% [1]
More than 30.00% saving of irrigation and saving of complete land preparation costs have been reported also, the sowing of wheat after rice under Zero-Tillage, when compared to conventional method, gave 20.20% more grain yield with a reduced cost of land preparation and a net benefit of 77.00% [2]",Reduced water usage [1] crop residues are left on the soil surface which adds to soil organic matter content [2] and avoids late planting and mitigates the effects of poor land preparation,Reduce GHG due to no crop residue burning [1],Drought,,,,Environmental,Saline and poorly drained with hard pan soils are not suitable for zero-till,,,Nam Nguyen,,link,8,8,Zero-till (Drill)
KP,S. Waziristan,Fruit,Harvesting at optimal time,Adopted 50%,Yield Income,Plant Animal health,,,,,Yield preservation,Reduce post-harvest losses,,Drought,Flooding,,,,,,,Nam Nguyen,,link,2,2,Harvesting at optimal time
KP,S. Waziristan,Fruit,"Intercropping (Oat, Maize, Sorghum etc.)",Adopted 30%-60%,Soil & Nutrient,Water,Yield Income,Biodiversity,Plant Animal health,Carbon,"Enhanced nutrient use efficiency [1]
Integration of legumes into system can improve nutrient availability [1]","Better water use efficiency [1]
Diversifies income sources [1]
Can reduce risld from pest and disease [1]","Intercropping with legume species can increase Nitrogen Fixation, reducing the need for fertiliser.",Drought,Pest & Disease,,,Training & Info,Farmers lack information on the benefits,,,Nam Nguyen,,link,9,9,Intercropping
KP,S. Waziristan,Fruit,Fruit and Veg kitchen garden,Adopted 60%,Yield Income,,,,,,source of additional income,play a pivotal role to alleviating problems of hunger and malnutrition. decreases people’s fiscal expenditures and bring self-sufficiency in vegetables production,,,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,7,7,Fruit and Vegetable Kitchen Garden
KP,S. Waziristan,Fruit,Composting,Want to adopt ,Soil & Nutrient,Yield Income,Water,Carbon,,,"increased crop production and income.

Application rates can be decreased from tonnes to kilograms per hectare when using incorprating N fertiliser with N-enriched compost, and dependence on chemical fertilizer can be reduced to a certain extent.","Composting enriches soil, helping retain moisture, encourages the production of beneficial bacteria and fungi to produce humus.","waste management solution that can reduces greenhouse gases, methane emissions from landfills (dump) and lowers carbon footprint, reduces the need for chemical fertilizers",High temps,,,,Training & Info,Farmers lack training for the practice,,,Nam Nguyen,,link,5,5,Composting
